Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/04 8:48:59 PM GMT+5:30,6,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,nan,First page,4,No,Always,others,Never,Yes,Moderately,No,4,Yes,4,3,Wide product selection,Add more familiar brands to the list,219432
2023/06/05 11:54:52 AM GMT+5:30,47,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,No,5,Sometimes,1,3,Customer service,Shipping speed and reliability,671416
2023/06/09 2:41:53 PM GMT+5:30,66,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Never,Sometimes,5,Yes,3,1,All the above,better app interface and lower shipping charges,510919
2023/06/09 10:28:23 AM GMT+5:30,51,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,4,Sometimes,3,2,Wide product selection,Nil,347901
2023/06/07 10:10:26 PM GMT+5:30,12,Prefer not to say,Multiple times a week,Beauty and Personal Care,Yes,Few times a month,Filter,First page,4,Yes,Never,Found a better price elsewhere,Often,Yes,Occasionally,No,2,Sometimes,1,5,Product recommendations,.,351211
2023/06/11 10:51:27 PM GMT+5:30,28,Others,Few times a month,Beauty and Personal Care;others,Yes,Few times a month,Keyword,First page,3,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Never,Yes,3,No,5,1,User-friendly website/app interface,Reducing packaging waste,658736
2023/06/07 6:28:35 PM GMT+5:30,58,Prefer not to say,Once a month,Home and Kitchen;others,No,Few times a month,categories,Multiple pages,5,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,5,Yes,3,1,Competitive prices,User interface of app,102037
2023/06/08 5:40:49 PM GMT+5:30,11,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Moderately,No,5,Sometimes,5,1,Product recommendations,Quality of product is very poor according to the big offers,259419
2023/06/09 9:35:57 AM GMT+5:30,17,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,others,Multiple pages,3,Maybe,Often,High shipping costs,Always,Yes,Heavily,No,3,No,1,4,Quick delivery,Product quality and accuracy,839328
2023/06/11 10:50:44 PM GMT+5:30,15,Female,Once a week,Home and Kitchen,No,Few times a week,Keyword,First page,5,Yes,Rarely,High shipping costs,Always,Yes,Rarely,Yes,2,Sometimes,3,5,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,825711
2023/06/12 2:51:24 PM GMT+5:30,22,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Never,Yes,Moderately,No,2,No,5,2,Wide product selection,Reducing packaging waste,122857
2023/06/07 1:00:09 PM GMT+5:30,9,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,1,Sometimes,5,2,Product recommendations,Product quality and accuracy,946936
2023/06/05 10:07:31 PM GMT+5:30,36,Female,Once a week,Beauty and Personal Care,Sometimes,Rarely,nan,Multiple pages,2,No,Always,High shipping costs,Often,No,Moderately,Yes,3,Sometimes,2,5,User-friendly website/app interface,User interface ,143246
2023/06/08 6:01:33 PM GMT+5:30,40,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,others,First page,1,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,No,1,Sometimes,4,1,.,Shipping speed and reliability,968233
2023/06/04 11:09:27 PM GMT+5:30,59,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Filter,First page,5,Yes,Never,others,Sometimes,No,Heavily,Sometimes,5,Yes,5,4,User-friendly website/app interface,.,101048
2023/06/08 5:48:14 PM GMT+5:30,61,Prefer not to say,Once a week,Groceries and Gourmet Food,Yes,Few times a month,others,First page,4,Maybe,Often,others,Sometimes,No,Occasionally,Sometimes,5,Sometimes,3,5,User-friendly website/app interface,User interface ,670951
2023/06/07 11:07:55 PM GMT+5:30,61,Female,Less than once a month,others,No,Multiple times a day,Filter,First page,5,No,Sometimes,Found a better price elsewhere,Rarely,No,Heavily,Yes,5,Sometimes,1,3,Competitive prices,Shipping speed and reliability,981963
2023/06/07 12:44:27 PM GMT+5:30,19,Female,Few times a month,Home and Kitchen,No,Rarely,Keyword,First page,2,Maybe,Always,High shipping costs,Sometimes,No,Never,Yes,1,Yes,5,4,Customer service ,Nothing,213864
2023/06/11 10:48:27 PM GMT+5:30,56,Male,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,3,No,Always,others,Always,No,Heavily,No,3,No,3,2,Customer service ,Reducing packaging waste,538321
2023/06/12 2:41:58 PM GMT+5:30,32,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,2,No,5,3,All the above,UI,803640
2023/06/05 8:52:01 PM GMT+5:30,57,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,categories,Multiple pages,5,Yes,Rarely,High shipping costs,Sometimes,No,Heavily,Yes,4,Sometimes,5,2,.,Add more familiar brands to the list,663139
2023/06/11 11:02:11 PM GMT+5:30,9,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,nan,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,4,Yes,4,2,.,Nil,579429
2023/06/04 9:40:54 PM GMT+5:30,17,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,2,Maybe,Never,Changed my mind or no longer need the item,Always,No,Moderately,No,3,No,2,5,Customer service ,Shipping speed and reliability,839445
2023/06/08 5:33:01 PM GMT+5:30,21,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,3,Maybe,Always,others,Sometimes,No,Never,No,5,Sometimes,3,2,Wide product selection,Scrolling option would be much better than going to next page,251779
2023/06/11 11:04:17 PM GMT+5:30,16,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Filter,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,Yes,2,Sometimes,5,2,Customer service,.,972189
2023/06/08 5:59:20 PM GMT+5:30,37,Prefer not to say,Once a week,Beauty and Personal Care;others,No,Few times a week,Filter,First page,4,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,5,Yes,5,4,Customer service,User interface ,810860
2023/06/05 10:05:25 PM GMT+5:30,24,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,nan,Multiple pages,5,Yes,Never,Found a better price elsewhere,Never,No,Never,Sometimes,5,No,2,4,Competitive prices,Shipping speed and reliability,381359
2023/06/08 10:40:33 PM GMT+5:30,12,Female,Multiple times a week,Beauty and Personal Care;others,No,Few times a week,Keyword,First page,1,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,5,Sometimes,2,3,Competitive prices,Customer service responsiveness,437827
2023/06/09 2:42:24 PM GMT+5:30,3,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Found a better price elsewhere,Rarely,Yes,Never,No,3,Sometimes,1,5,Quick delivery,Nil,661529
2023/06/09 2:42:57 PM GMT+5:30,30,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Rarely,Keyword,Multiple pages,1,No,Never,High shipping costs,Always,Yes,Moderately,No,3,Yes,3,1,Competitive prices,UI,968356
2023/06/05 10:05:25 PM GMT+5:30,54,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,others,Multiple pages,5,No,Never,others,Often,No,Heavily,No,3,Yes,3,5,Competitive prices,better app interface and lower shipping charges,963758
2023/06/06 6:42:00 PM GMT+5:30,59,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,First page,2,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Sometimes,4,Yes,5,5,Wide product selection,better app interface and lower shipping charges,975793
2023/06/06 6:41:11 PM GMT+5:30,12,Prefer not to say,Multiple times a week,others,No,Few times a month,nan,First page,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Rarely,Sometimes,3,Yes,3,5,Customer service ,User interface ,881023
2023/06/08 5:29:01 PM GMT+5:30,54,Others,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,First page,3,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,3,Yes,2,4,Competitive prices,Scrolling option would be much better than going to next page,312986
2023/06/07 1:49:06 PM GMT+5:30,3,Female,Less than once a month,others,No,Rarely,Filter,First page,1,Maybe,Sometimes,High shipping costs,Rarely,No,Rarely,No,3,Yes,1,4,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,775400
2023/06/07 12:29:31 PM GMT+5:30,20,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Keyword,First page,2,No,Often,Found a better price elsewhere,Often,No,Moderately,Yes,2,Sometimes,4,4,User-friendly website/app interface,Shipping speed and reliability,128684
2023/06/09 10:30:39 AM GMT+5:30,9,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,Keyword,First page,2,Maybe,Sometimes,High shipping costs,Sometimes,No,Rarely,Yes,2,Yes,4,1,All the above,Shipping speed and reliability,475813
2023/06/08 5:52:44 PM GMT+5:30,47,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,No,4,5,Customer service ,I don't have any problem with Amazon,193601
2023/06/11 9:15:38 PM GMT+5:30,66,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,First page,5,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,4,No,2,1,All the above,Nothing,336797
2023/06/06 2:07:12 PM GMT+5:30,5,Others,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,categories,First page,5,Yes,Often,Changed my mind or no longer need the item,Always,No,Rarely,Yes,5,No,5,4,Wide product selection,Irrelevant product suggestions,139254
2023/06/05 9:56:58 AM GMT+5:30,46,Prefer not to say,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,others,First page,5,Yes,Often,others,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,5,5,Quick delivery,Add more familiar brands to the list,381224
2023/06/08 3:26:38 AM GMT+5:30,20,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,nan,Multiple pages,2,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,3,2,Quick delivery,UI,669009
2023/06/07 11:07:55 PM GMT+5:30,13,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,3,Maybe,Never,High shipping costs,Always,Yes,Heavily,Sometimes,2,Yes,5,5,.,Scrolling option would be much better than going to next page,104844
2023/06/09 2:41:53 PM GMT+5:30,67,Female,Less than once a month,Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,2,No,Never,High shipping costs,Rarely,No,Moderately,Yes,3,No,3,5,Customer service,Scrolling option would be much better than going to next page,270823
2023/06/12 3:51:31 PM GMT+5:30,18,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Rarely,nan,Multiple pages,2,Yes,Always,High shipping costs,Rarely,Yes,Never,Sometimes,3,Sometimes,2,2,Quick delivery,Nothing,316046
2023/06/09 10:28:23 AM GMT+5:30,45,Prefer not to say,Once a week,Home and Kitchen,Sometimes,Rarely,categories,First page,5,No,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,1,Sometimes,3,1,User-friendly website/app interface,Nil,318560
2023/06/04 7:33:12 PM GMT+5:30,5,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,Multiple pages,4,Maybe,Always,others,Never,No,Rarely,No,1,Yes,5,5,Competitive prices,Nothing,369283
2023/06/06 1:06:16 PM GMT+5:30,41,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,4,No,Always,High shipping costs,Often,No,Never,Yes,2,Sometimes,5,2,Customer service,Add more familiar brands to the list,312573
2023/06/09 9:35:19 AM GMT+5:30,47,Others,Less than once a month,Home and Kitchen;others,Yes,Few times a month,Filter,Multiple pages,3,No,Often,High shipping costs,Sometimes,Yes,Occasionally,Yes,1,Sometimes,5,3,Wide product selection,UI,923778
2023/06/06 8:08:19 PM GMT+5:30,41,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,others,First page,4,Maybe,Never,High shipping costs,Rarely,Yes,Moderately,Sometimes,2,No,4,5,User-friendly website/app interface,Nil,876333
2023/06/08 5:35:25 PM GMT+5:30,19,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,nan,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,No,1,Yes,5,2,Customer service,Add more familiar brands to the list,915912
2023/06/06 11:49:21 AM GMT+5:30,30,Female,Once a month,Clothing and Fashion;others,Sometimes,Multiple times a day,categories,First page,1,Maybe,Rarely,Changed my mind or no longer need the item,Often,No,Never,No,4,No,5,2,.,Nil,191162
2023/06/07 9:28:09 AM GMT+5:30,52,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a week,nan,Multiple pages,4,Maybe,Always,High shipping costs,Never,No,Heavily,No,1,Yes,5,5,Competitive prices,No problems with Amazon,146769
2023/06/06 7:46:27 PM GMT+5:30,59,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,First page,2,No,Rarely,others,Sometimes,Yes,Heavily,Yes,5,Yes,3,2,User-friendly website/app interface,UI,542092
2023/06/04 9:40:54 PM GMT+5:30,20,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,First page,1,Maybe,Never,others,Always,Yes,Never,No,3,Sometimes,5,5,All the above,User interface of app,579786
2023/06/07 12:13:39 PM GMT+5:30,28,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,Maybe,Often,High shipping costs,Often,Yes,Moderately,Sometimes,5,No,5,2,Quick delivery,Product quality and accuracy,995122
2023/06/06 10:17:06 AM GMT+5:30,20,Male,Few times a month,Beauty and Personal Care,No,Multiple times a day,others,First page,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Yes,2,Sometimes,3,2,Customer service,Scrolling option would be much better than going to next page,715870
2023/06/06 6:40:27 PM GMT+5:30,44,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Rarely,categories,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Never,Yes,Occasionally,No,3,Sometimes,5,5,Quick delivery,Shipping speed and reliability,311808
2023/06/09 10:25:27 AM GMT+5:30,20,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,5,No,Always,High shipping costs,Often,Yes,Moderately,Yes,1,No,5,1,Wide product selection,.,657563
2023/06/07 6:20:00 PM GMT+5:30,12,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Filter,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Yes,5,No,2,4,Quick delivery,better app interface and lower shipping charges,458870
2023/06/08 5:33:01 PM GMT+5:30,18,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,nan,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,2,Yes,1,2,User-friendly website/app interface,Reducing packaging waste,673160
2023/06/08 5:45:08 PM GMT+5:30,39,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,4,Maybe,Never,others,Rarely,No,Never,Sometimes,3,No,4,5,Customer service,User interface of app,402160
2023/06/06 8:01:47 PM GMT+5:30,46,Male,Less than once a month,Beauty and Personal Care,Yes,Few times a month,nan,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Never,No,5,Sometimes,1,1,Competitive prices,Nothing,519781
2023/06/12 3:40:25 PM GMT+5:30,67,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,No,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Yes,4,Sometimes,2,3,All the above,No problems with Amazon,954152
2023/06/12 3:51:31 PM GMT+5:30,31,Prefer not to say,Few times a month,Clothing and Fashion;others,No,Rarely,nan,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Rarely,No,1,No,4,4,Wide product selection,Customer service responsiveness,233798
2023/06/08 5:37:13 PM GMT+5:30,48,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,1,Maybe,Always,others,Sometimes,No,Rarely,Sometimes,1,No,5,5,Customer service,better app interface and lower shipping charges,123454
2023/06/04 10:13:28 PM GMT+5:30,12,Male,Multiple times a week,Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,1,Yes,Never,others,Sometimes,Yes,Never,No,2,Sometimes,2,3,Customer service ,Nil,856646
2023/06/08 5:46:49 PM GMT+5:30,38,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,First page,4,Yes,Often,Found a better price elsewhere,Rarely,Yes,Moderately,No,2,No,3,1,User-friendly website/app interface,Customer service responsiveness,173401
2023/06/07 9:21:50 PM GMT+5:30,52,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,1,Yes,Often,others,Never,No,Occasionally,No,3,No,4,1,All the above,Shipping speed and reliability,812105
2023/06/04 9:10:51 PM GMT+5:30,64,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,nan,First page,4,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,1,Sometimes,2,2,User-friendly website/app interface,Add more familiar brands to the list,132480
2023/06/07 1:00:09 PM GMT+5:30,57,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,nan,First page,5,No,Never,Found a better price elsewhere,Always,Yes,Never,Yes,4,Yes,1,2,Product recommendations,Quality of product is very poor according to the big offers,144356
2023/06/07 4:10:33 PM GMT+5:30,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Never,Yes,4,Yes,4,1,Product recommendations,Customer service responsiveness,268443
2023/06/08 5:14:30 PM GMT+5:30,55,Female,Multiple times a week,others,Sometimes,Rarely,nan,Multiple pages,1,Yes,Always,others,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,1,1,Wide product selection,.,806170
2023/06/07 11:08:52 PM GMT+5:30,62,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,nan,Multiple pages,2,No,Often,High shipping costs,Often,No,Heavily,Sometimes,2,Sometimes,2,1,All the above,better app interface and lower shipping charges,149228
2023/06/08 10:39:59 PM GMT+5:30,12,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,First page,5,Yes,Never,others,Often,Yes,Occasionally,Sometimes,1,Sometimes,2,2,.,I have no problem with Amazon yet. But others tell me about the refund issues ,510252
2023/06/07 12:13:39 PM GMT+5:30,6,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Heavily,Sometimes,1,Yes,4,1,Quick delivery,Product quality and accuracy,895794
2023/06/12 3:59:59 PM GMT+5:30,61,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,3,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,1,Sometimes,3,5,Product recommendations,Product quality and accuracy,826693
2023/06/06 6:43:02 PM GMT+5:30,15,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Rarely,Yes,4,Sometimes,1,3,Customer service,Scrolling option would be much better than going to next page,936976
2023/06/08 5:20:43 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,4,Maybe,Never,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,3,No,1,2,Quick delivery,Customer service responsiveness,562676
2023/06/09 4:32:00 PM GMT+5:30,7,Others,Less than once a month,Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,1,No,Always,Found a better price elsewhere,Always,Yes,Rarely,Yes,1,Sometimes,4,4,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,560157
2023/06/11 11:10:14 PM GMT+5:30,11,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,First page,1,Yes,Rarely,High shipping costs,Never,Yes,Heavily,Sometimes,3,Sometimes,4,2,Wide product selection,Customer service responsiveness,275290
2023/06/04 11:38:30 PM GMT+5:30,10,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,nan,Multiple pages,1,No,Rarely,High shipping costs,Sometimes,No,Heavily,Sometimes,3,No,2,5,Quick delivery,Nothing,874988
2023/06/09 2:44:09 PM GMT+5:30,59,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,Keyword,First page,1,Maybe,Always,others,Sometimes,Yes,Moderately,Sometimes,3,Yes,2,3,Competitive prices,Reducing packaging waste,545528
2023/06/09 10:58:44 AM GMT+5:30,56,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Never,High shipping costs,Never,No,Rarely,Sometimes,3,Sometimes,3,4,Quick delivery,Customer service responsiveness,883872
2023/06/07 12:50:13 PM GMT+5:30,34,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,No,3,Yes,5,1,Customer service,Add more familiar brands to the list,167553
2023/06/04 1:28:19 PM GMT+5:30,67,Prefer not to say,Few times a month,others,Sometimes,Few times a week,categories,First page,2,Yes,Rarely,others,Always,No,Moderately,Yes,2,No,4,2,.,User interface of app,394699
2023/06/09 2:23:03 PM GMT+5:30,44,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,First page,3,No,Rarely,others,Often,Yes,Rarely,No,3,No,2,2,Product recommendations,UI,161125
2023/06/04 9:29:59 PM GMT+5:30,12,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,Filter,Multiple pages,2,Yes,Rarely,others,Sometimes,Yes,Moderately,Sometimes,3,No,1,2,All the above,Reducing packaging waste,339684
2023/06/07 11:02:45 PM GMT+5:30,56,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,3,Yes,Never,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,1,Yes,5,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,556876
2023/06/08 5:38:01 PM GMT+5:30,29,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,categories,Multiple pages,1,Yes,Rarely,others,Sometimes,Yes,Occasionally,Yes,2,Sometimes,5,4,Competitive prices,User interface of app,182131
2023/06/11 10:44:01 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,nan,First page,3,No,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,Sometimes,4,4,.,I don't have any problem with Amazon,911187
2023/06/12 3:33:53 PM GMT+5:30,36,Others,Once a month,Beauty and Personal Care;others,No,Few times a month,nan,First page,4,No,Never,others,Rarely,Yes,Never,Yes,3,Yes,3,3,All the above,Add more familiar brands to the list,583756
2023/06/07 9:53:52 PM GMT+5:30,43,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,High shipping costs,Never,No,Never,Yes,4,Yes,5,5,Wide product selection,Scrolling option would be much better than going to next page,206009
2023/06/06 10:17:06 AM GMT+5:30,66,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,nan,First page,1,Yes,Never,High shipping costs,Sometimes,No,Occasionally,No,3,No,2,3,Wide product selection,UI,548105
2023/06/12 2:41:06 PM GMT+5:30,65,Female,Less than once a month,Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,2,Yes,Often,Found a better price elsewhere,Always,No,Rarely,Yes,4,Sometimes,4,1,Customer service,User interface ,431522
2023/06/06 6:36:16 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,nan,First page,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,4,No,4,5,User-friendly website/app interface,Quality of product is very poor according to the big offers,821547
2023/06/09 2:40:21 PM GMT+5:30,10,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Rarely,No,4,Yes,5,2,Wide product selection,User interface of app,829848
